sensorDeviceId,window_start,freq_mean,freq_std,volt_mean,spread_max,gap_max,sample_count,data_quality,anomalies
micropmu-01,2026-03-31 14:50:00,49.86474990666667,0.00014867675586130086,218.64038933333336,1.3375549999999805,5.0,3.0,Partial,Data Quality: Partial
micropmu-01,2026-03-31 14:51:00,49.86300405,0.004825352944935076,218.5684611111111,1.802063000000004,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:52:00,49.86957645416667,0.006215386160543621,218.3832956916667,1.9100190000000055,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:53:00,49.877297400833335,0.0037493488856948135,218.54082658055555,1.723739600000016,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:54:00,49.87715562083333,0.008139530537321953,218.64917500555555,1.7458344000000068,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:55:00,49.88491249,0.0036915533591795756,218.7450773388889,2.0055999000000213,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:56:00,49.89566739416667,0.0065751409207414025,218.842528875,2.0012816999999927,9.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:57:00,49.927396775,0.03127661836109356,218.87205378055555,1.8553771999999924,5.0,12.0,Good,Frequency Instability
micropmu-01,2026-03-31 14:58:00,49.99195098916667,0.016498916708572387,219.08926476944444,2.0769195999999965,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 14:59:00,50.040275255000005,0.011824009391225304,219.3527175083333,1.950515700000011,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:00:00,50.038447062500005,0.011569793588462024,219.39953825,2.0804595999999833,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:01:00,49.9614496225,0.019980830170697555,219.04312515277778,2.019393899999983,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:02:00,49.92865276333333,0.009748407442666352,218.74441528333332,2.009628300000003,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:03:00,49.94206142416667,0.021908979750253677,218.90786955555555,2.1448211999999955,8.0,12.0,Good,Frequency Instability
micropmu-01,2026-03-31 15:04:00,49.97108777583333,0.008681837804097118,219.31960339166667,2.3804169,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:05:00,49.97565321454545,0.005772492334728217,219.7054734666667,2.226715100000007,6.0,11.0,Good,Normal
micropmu-01,2026-03-31 15:06:00,49.9834111525,0.012112444004222386,219.62140315555556,2.1145324999999957,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:07:00,50.0196205775,0.00979789614476297,219.808418275,2.3709869999999853,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:08:00,50.009075165000006,0.01726889730722102,219.66953235277776,2.733245899999986,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:09:00,50.04844792666666,0.007463871693806322,219.95904117222221,2.7917633000000137,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:10:00,50.03888734,0.009996010765852444,219.81411318333332,2.4952544999999873,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 15:11:00,50.0311460475,0.0041288176401686515,219.67640305000003,2.042434700000001,5.0,4.0,Partial,Data Quality: Partial
micropmu-01,2026-03-31 15:12:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:13:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:14:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:15:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:16:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:17:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:18:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:19:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:20:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:21:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:22:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:23:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:24:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:25:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:26:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:27:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:28:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:29:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:30:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:31:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:32:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:33:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:34:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:35:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:36:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:37:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:38:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:39:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:40:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:41:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:42:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:43:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:44:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:45:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:46:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:47:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:48:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:49:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:50:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:51:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:52:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:53:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:54:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:55:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:56:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:57:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:58:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 15:59:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:00:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:01:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:02:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:03:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:04:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:05:00,,,,,0.0,0.0,Missing,Data Quality: Missing
micropmu-01,2026-03-31 16:06:00,49.877603531666665,0.012899685667508093,218.2715148888889,2.1584167999999977,3317.0,6.0,Gap,Data Quality: Gap
micropmu-01,2026-03-31 16:07:00,49.89224719999999,0.007306161008090544,218.2769334611111,2.3336944999999787,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:08:00,49.89993985416667,0.006339455850140703,218.28511640833335,1.9225921999999969,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:09:00,49.90719445583333,0.005565901826683747,218.26740010833336,1.8895569000000023,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:10:00,49.916473706666665,0.008868801805905257,218.3929133888889,2.109558099999987,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:11:00,49.945697090909086,0.014469239588677931,218.3055738969697,2.172332800000021,10.0,11.0,Good,Normal
micropmu-01,2026-03-31 16:12:00,49.95414733916667,0.011185761650612804,218.5401747027778,1.9217529000000013,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:13:00,49.925566037500005,0.008975029825207209,218.34563318888888,1.9095001000000025,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:14:00,49.92754872583333,0.006946120335692767,218.01482518611112,2.55458059999998,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:15:00,49.94872887666667,0.009788577986460146,218.1291592916667,2.8843383000000244,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:16:00,50.0100005475,0.02305841050256029,218.29441664444445,2.370468200000005,5.0,12.0,Good,Frequency Instability
micropmu-01,2026-03-31 16:17:00,50.02657000083334,0.008240206700952785,218.34973186666664,2.3330230999999912,9.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:18:00,50.043842315,0.0057613405495544065,218.53376727499997,2.2828369000000066,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:19:00,50.02383836083333,0.00743208201525185,218.56891123611112,2.519714300000004,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:20:00,49.999754472727275,0.022267307097003343,218.63872643939393,2.109542900000008,5.0,11.0,Good,Frequency Instability
micropmu-01,2026-03-31 16:21:00,49.976653096666666,0.013054000248781962,218.531136825,2.2012023999999997,8.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:22:00,49.9486742025,0.008837638240994972,218.30444802222223,2.167709400000007,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:23:00,49.963374135833334,0.009329213962428053,218.62201267499998,2.359558099999987,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:24:00,49.939049403333335,0.012962529976934081,218.17921278055556,2.2729492999999934,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:25:00,49.9273420975,0.011165534435358183,218.18738216666668,1.7965546000000074,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:26:00,49.93476009166667,0.012433083458143476,218.33319599722222,2.0516661999999997,6.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:27:00,49.9043642675,0.010573067677462291,217.98599836944445,1.8856658999999922,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:28:00,49.88957341666667,0.00662065837339883,218.21518198333334,1.6315001999999765,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:29:00,49.888827640833334,0.009831176437451067,218.361735875,1.5633392000000015,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:30:00,49.921900432499996,0.016661223903195757,218.36653264444445,2.0097046000000205,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:31:00,49.93590036916667,0.00761952700186276,218.42136425,2.0988159000000053,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:32:00,49.943669955,0.010599640124930039,218.341774,2.007553100000024,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:33:00,49.96751499166667,0.004292201278290921,218.393336825,2.0603790000000117,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:34:00,49.95989100083333,0.004807991120890541,218.55120171944444,2.10598760000002,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:35:00,49.95532480833333,0.010350644036177267,218.21900770555555,2.1371307,5.0,12.0,Good,Normal
micropmu-01,2026-03-31 16:36:00,49.97165125090908,0.008591705299289433,218.3447533757576,2.141510000000011,5.0,11.0,Good,Normal
pqube3-01,2026-03-31 14:50:00,49.862433435,0.0016634927158124476,218.56129965,1.473998999999992,5.022338,4.0,Partial,Data Quality: Partial
pqube3-01,2026-03-31 14:51:00,49.86257012583334,0.0036744310351959114,218.54375203055557,1.789855899999992,5.207791,12.0,Good,Normal
pqube3-01,2026-03-31 14:52:00,49.87150287666666,0.005539216882634157,218.37607489722222,1.8951416000000165,5.012439,12.0,Good,Normal
pqube3-01,2026-03-31 14:53:00,49.87524255083333,0.0031832593195635986,218.51450601111114,1.5090943000000152,5.125455,12.0,Good,Normal
pqube3-01,2026-03-31 14:54:00,49.88034152833333,0.0072801626149512294,218.64026388888888,1.6494750999999894,5.212576,12.0,Good,Normal
pqube3-01,2026-03-31 14:55:00,49.887786865833334,0.0028107114975493438,218.76407199166667,2.0355225000000132,6.151215,12.0,Good,Normal
